0.126,4,6,C4,C6
0.126,32,33,H6,H7
0.126,34,40,H8,SA
0.126,42,52,S3,SK
0.127,20,26,D7,DK
0.127,22,36,D9,HT
0.127,22,40,D9,SA
0.127,1,2,CA,C2
0.127,4,17,C4,D4
0.127,7,14,C7,DA
0.127,13,48,CK,S9
0.127,14,48,DA,S9
0.127,31,39,H5,HK
0.127,32,38,H6,HQ
0.127,35,40,H9,SA
0.127,46,49,S7,ST
0.127,48,50,S9,SJ
0.128,19,20,D6,D7
0.128,2,41,C2,S2
0.128,4,13,C4,CK
0.128,6,12,C6,CQ
0.128,9,27,C9,HA
0.128,12,22,CQ,D9
0.128,29,39,H3,HK
0.128,33,39,H7,HK
0.128,38,48,HQ,S9
0.129,20,22,D7,D9
0.129,22,38,D9,HQ
0.129,4,12,C4,CQ
0.129,4,43,C4,S4
0.129,7,10,C7,CT
0.129,8,12,C8,CQ
0.129,8,14,C8,DA
0.129,10,35,CT,H9
0.129,13,49,CK,ST
0.129,27,47,HA,S8
0.129,32,39,H6,HK
0.129,40,42,SA,S3
0.13,25,49,DQ,ST
0.13,6,32,C6,H6
0.13,10,51,CT,SQ
0.13,14,15,DA,D2
0.13,40,41,SA,S2
0.13,46,48,S7,S9
0.13,47,50,S8,SJ
0.131,16,42,D3,S3
0.131,19,26,D6,DK
0.131,19,45,D6,S6
0.131,21,24,D8,DJ
0.131,25,50,DQ,SJ
0.131,7,8,C7,C8
0.131,35,49,H9,ST
0.131,47,49,S8,ST
0.132,19,32,D6,H6
0.132,24,48,DJ,S9
0.132,24,51,DJ,SQ
0.132,5,44,C5,S5
0.132,13,24,CK,DJ
0.132,14,17,DA,D4
0.132,14,35,DA,H9
0.132,40,43,SA,S4
0.132,40,44,SA,S5
0.133,44,52,S5,SK
0.133,19,21,D6,D8
0.133,21,25,D8,DQ
0.133,6,7,C6,C7
0.133,9,38,C9,HQ
0.133,11,22,CJ,D9
0.133,27,48,HA,S9
0.133,31,44,H5,S5
0.133,33,38,H7,HQ
0.133,34,37,H8,HJ
0.133,37,48,HJ,S9
0.134,25,48,DQ,S9
0.134,8,27,C8,HA
0.134,46,50,S7,SJ
0.135,8,9,C8,C9
0.135,10,24,CT,DJ
0.135,11,38,CJ,HQ
0.135,13,36,CK,HT
0.136,21,22,D8,D9
0.136,22,27,D9,HA
0.136,7,33,C7,H7
0.136,8,34,C8,H8
0.136,9,26,C9,DK
0.136,12,49,CQ,ST
0.136,15,41,D2,S2
0.136,26,49,DK,ST
0.136,33,46,H7,S7
0.137,20,24,D7,DJ
0.137,20,33,D7,H7
0.137,14,18,DA,D5
0.137,26,50,DK,SJ
0.137,27,32,HA,H6
0.137,46,52,S7,SK
0.138,20,46,D7,S7
0.138,23,37,DT,HJ
0.138,23,40,DT,SA
0.138,33,36,H7,HT
0.138,34,47,H8,S8
0.138,40,46,SA,S7
0.139,18,31,D5,H5
0.139,10,39,CT,HK
0.139,39,49,HK,ST
0.14,24,49,DJ,ST
0.14,2,28,C2,H2
0.14,8,11,C8,CJ
0.14,14,19,DA,D6
0.141,22,26,D9,DK
0.141,1,6,CA,C6
0.141,1,37,CA,HJ
0.141,7,46,C7,S7
0.141,10,37,CT,HJ
0.142,17,30,D4,H4
0.142,20,21,D7,D8
0.142,10,26,CT,DK
0.142,11,23,CJ,DT
0.142,14,36,DA,HT
0.142,36,50,HT,SJ
0.143,26,36,DK,HT
0.143,8,21,C8,D8
0.143,12,37,CQ,HJ
0.143,12,50,CQ,SJ
0.143,38,49,HQ,ST
0.144,21,27,D8,HA
0.144,23,39,DT,HK
0.144,25,36,DQ,HT
0.144,13,37,CK,HJ
0.144,27,28,HA,H2
0.144,36,52,HT,SK
0.144,46,51,S7,SQ
0.145,22,48,D9,S9
0.145,23,50,DT,SJ
0.145,23,51,DT,SQ
0.145,26,37,DK,HJ
0.145,26,38,DK,HQ
0.145,8,10,C8,CT
0.145,32,45,H6,S6
0.145,40,45,SA,S6
0.145,40,48,SA,S9
0.146,21,26,D8,DK
0.146,23,38,DT,HQ
0.146,11,51,CJ,SQ
0.146,27,49,HA,ST
0.146,34,39,H8,HK
0.147,1,3,CA,C3
0.147,1,35,CA,H9
0.147,9,14,C9,DA
0.147,14,21,DA,D8
0.147,34,36,H8,HT
0.148,21,47,D8,S8
0.148,3,16,C3,D3
0.148,10,25,CT,DQ
0.148,10,50,CT,SJ
0.148,12,24,CQ,DJ
0.148,14,16,DA,D3
0.148,39,50,HK,SJ
0.148,47,51,S8,SQ
0.149,1,22,CA,D9
0.149,9,35,C9,H9
0.149,27,50,HA,SJ
0.15,22,35,D9,H9
0.15,10,38,CT,HQ
0.15,10,52,CT,SK
0.151,23,25,DT,DQ
0.151,23,52,DT,SK
0.151,9,48,C9,S9
0.151,48,51,S9,SQ
0.152,20,25,D7,DQ
0.152,24,38,DJ,HQ
0.152,7,13,C7,CK
0.152,7,20,C7,D7
0.152,11,25,CJ,DQ
0.152,34,35,H8,H9
0.152,35,39,H9,HK
0.152,48,52,S9,SK
0.153,8,13,C8,CK
0.153,9,40,C9,SA
0.153,11,40,CJ,SA
0.153,12,36,CQ,HT
0.153,36,40,HT,SA
0.153,47,52,S8,SK
0.154,1,36,CA,HT
0.154,8,47,C8,S8
0.154,10,12,CT,CQ
0.154,13,38,CK,HQ
0.154,27,30,HA,H4
0.155,11,26,CJ,DK
0.155,14,22,DA,D9
0.155,27,34,HA,H8
0.155,35,48,H9,S9
0.155,38,52,HQ,SK
0.155,47,48,S8,S9
0.156,24,36,DJ,HT
0.156,25,37,DQ,HJ
0.156,10,40,CT,SA
0.156,11,27,CJ,HA
0.156,11,52,CJ,SK
0.156,12,52,CQ,SK
0.156,27,31,HA,H5
0.156,39,51,HK,SQ
0.157,9,22,C9,D9
0.157,37,52,HJ,SK
0.158,12,27,CQ,HA
0.158,13,23,CK,DT
0.158,38,50,HQ,SJ
0.159,14,20,DA,D7
0.159,14,38,DA,HQ
0.16,24,39,DJ,HK
0.16,1,8,CA,C8
0.16,9,12,C9,CQ
0.16,14,50,DA,SJ
0.16,36,39,HT,HK
0.16,48,49,S9,ST
0.161,9,10,C9,CT
0.161,12,26,CQ,DK
0.162,11,14,CJ,DA
0.162,12,39,CQ,HK
0.162,13,50,CK,SJ
0.162,36,49,HT,ST
0.162,49,50,ST,SJ
0.163,23,27,DT,HA
0.163,1,5,CA,C5
0.163,1,51,CA,SQ
0.163,10,27,CT,HA
0.163,35,36,H9,HT
0.163,37,51,HJ,SQ
0.164,21,34,D8,H8
0.164,1,38,CA,HQ
0.164,27,51,HA,SQ
0.164,36,37,HT,HJ
0.165,25,52,DQ,SK
0.165,1,7,CA,C7
0.165,1,24,CA,DJ
0.165,10,11,CT,CJ
0.166,14,49,DA,ST
0.167,24,52,DJ,SK
0.167,11,49,CJ,ST
0.167,38,40,HQ,SA
0.168,1,25,CA,DQ
0.168,1,50,CA,SJ
0.168,9,11,C9,CJ
0.168,10,14,CT,DA
0.169,26,27,DK,HA
0.169,1,49,CA,ST
0.169,27,33,HA,H7
0.169,27,35,HA,H9
0.169,36,51,HT,SQ
0.17,24,27,DJ,HA
0.17,14,37,DA,HJ
0.17,26,51,DK,SQ
0.17,35,37,H9,HJ
0.17,40,47,SA,S8
0.171,22,23,D9,DT
0.171,35,38,H9,HQ
0.172,22,25,D9,DQ
0.172,13,51,CK,SQ
0.172,27,52,HA,SK
0.173,24,40,DJ,SA
0.173,13,25,CK,DQ
0.173,14,23,DA,DT
0.173,49,52,ST,SK
0.174,23,49,DT,ST
0.174,1,9,CA,C9
0.175,1,23,CA,DT
0.175,12,40,CQ,SA
0.175,36,38,HT,HQ
0.176,25,39,DQ,HK
0.176,9,13,C9,CK
0.176,10,36,CT,HT
0.177,23,36,DT,HT
0.177,24,26,DJ,DK
0.177,12,14,CQ,DA
0.178,14,51,DA,SQ
0.179,10,23,CT,DT
0.18,37,40,HJ,SA
0.181,23,24,DT,DJ
0.181,24,25,DJ,DQ
0.181,14,39,DA,HK
0.182,14,52,DA,SK
0.182,50,52,SJ,SK
0.183,11,13,CJ,CK
0.184,25,27,DQ,HA
0.184,1,26,CA,DK
0.184,13,14,CK,DA
0.186,24,37,DJ,HJ
0.186,11,12,CJ,CQ
0.187,40,49,SA,ST
0.189,49,51,ST,SQ
0.19,1,52,CA,SK
0.19,39,40,HK,SA
0.191,50,51,SJ,SQ
0.195,24,50,DJ,SJ
0.196,26,40,DK,SA
0.196,11,24,CJ,DJ
0.196,11,50,CJ,SJ
0.198,38,39,HQ,HK
0.199,25,26,DQ,DK
0.199,10,13,CT,CK
0.199,40,51,SA,SQ
0.2,1,10,CA,CT
0.2,10,49,CT,ST
0.2,37,50,HJ,SJ
0.201,27,36,HA,HT
0.202,1,11,CA,CJ
0.202,37,39,HJ,HK
0.203,14,25,DA,DQ
0.204,25,40,DQ,SA
0.205,37,38,HJ,HQ
0.205,51,52,SQ,SK
0.206,23,26,DT,DK
0.207,1,39,CA,HK
0.207,27,38,HA,HQ
0.214,14,24,DA,DJ
0.214,38,51,HQ,SQ
0.215,12,13,CQ,CK
0.215,40,50,SA,SJ
0.216,11,37,CJ,HJ
0.218,27,37,HA,HJ
0.22,1,13,CA,CK
0.22,13,27,CK,HA
0.22,27,39,HA,HK
0.221,12,25,CQ,DQ
0.221,12,51,CQ,SQ
0.224,12,38,CQ,HQ
0.228,1,12,CA,CQ
0.228,40,52,SA,SK
0.229,13,40,CK,SA
0.236,25,51,DQ,SQ
0.236,14,26,DA,DK
0.246,25,38,DQ,HQ
0.247,39,52,HK,SK
0.268,13,39,CK,HK
0.27,13,52,CK,SK
0.278,26,39,DK,HK
0.283,13,26,CK,DK
0.289,26,52,DK,SK
0.319,1,40,CA,SA
0.324,14,40,DA,SA
0.326,1,14,CA,DA
0.326,27,40,HA,SA
0.343,14,27,DA,HA
0.344,1,27,CA,HA
